Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D001588,信仰,xìn yǎng,xin4 yang3,Noun,Thought,Common,"A set of beliefs or a strong conviction in a particular system, often religious or philosophical.",她对她的宗教有坚定的信仰。,Tā duì tā de zōngjiào yǒu jiāndìng de xìnyǎng.,She has a strong faith in her religion.,2024-12-29,0,0,0,
D001589,欣赏,xīn shǎng,xin1 shang3,Verb,Emotion,Common,To appreciate or enjoy something aesthetically or emotionally.,我很欣赏这幅画的色彩。,Wǒ hěn xīnshǎng zhè fú huà de sècǎi.,I really appreciate the colors of this painting.,2024-12-29,0,0,0,
D001590,迷惘,mí wǎng,mi2 wang3,Adjective,Emotion,Rare,A state of confusion or being lost without direction.,他对未来感到很迷惘。,Tā duì wèilái gǎndào hěn míwǎng.,He feels very lost about the future.,2024-12-29,0,0,0,
D001591,模仿,mó fǎng,mo2 fang3,Verb,Action,Common,To imitate or mimic someone or something.,小孩子喜欢模仿大人的行为。,Xiǎo háizi xǐhuān mófǎng dàrén de xíngwéi.,Children like to imitate the actions of adults.,2024-12-29,0,0,0,
D001592,悲欢,bēi huān,bei1 huan1,Noun,Emotion,Rare,The experiences of sorrow and joy in life.,生活充满了悲欢离合。,Shēnghuó chōngmǎn le bēihuānlíhé.,Life is full of joys and sorrows.,2024-12-29,1,0,1,2025-01-11
D001593,原谅,yuán liàng,yuan2 liang4,Verb,Emotion,Common,To forgive or pardon someone for a mistake or wrongdoing.,请原谅我的失误。,Qǐng yuánliàng wǒ de shīwù.,Please forgive my mistake.,2024-12-29,1,0,1,2025-01-04
D001594,讲,jiǎng,jiang3,Verb,Communication,Common,"To speak or explain something, often in a detailed or instructional manner",他在会上讲了一个重要的话题。,Tā zài huì shàng jiǎng le yí gè zhòngyào de huàtí.,He spoke about an important topic at the meeting.,2024-12-29,0,0,0,
D001595,嚣张,xiāo zhāng,xiao1 zhang1,Adjective,Character,Common,Arrogant; behaving in an overbearing or aggressive manner.,他在会议上表现得非常嚣张。,Tā zài huìyì shàng biǎoxiàn de fēicháng xiāozhāng.,He behaved very arrogantly during the meeting.,2024-12-29,0,0,0,
D001596,记忆,jì yì,ji4 yi4,Noun,Thought,Common,"Memory; the mental capacity or faculty of retaining and recalling facts, events, impressions, or previous experiences.",他的记忆力非常好，总是能记住很多细节。,"Tā de jìyìlì fēicháng hǎo, zǒng shì néng jì zhù hěnduō xìjié.",His memory is very good; he can always remember a lot of details.,2024-12-29,0,0,0,
D001597,记忆,jì yì,ji4 yi4,Verb,Thought,Common,To remember; the process of recalling something from one's mind.,我努力记忆每一个单词。,Wǒ nǔlì jìyì měi yīgè dāncí.,I try hard to remember every word.,2024-12-29,1,1,0,2025-01-12
D001598,点,diǎn,dian3,Verb,Action,Common,To ignite or light something,他用火柴点蜡烛。,Tā yòng huǒchái diǎn làzhú.,He used a match to light the candle.,2024-12-29,0,0,0,
D001599,点,diǎn,dian3,Noun,Measurement,Common,"A point or dot, often used in the context of a small amount or a decimal point",请注意小数点的位置。,Qǐng zhùyì xiǎoshùdiǎn de wèizhì.,Please pay attention to the position of the decimal point.,2024-12-29,1,0,1,2025-01-29
D001600,亮,liàng,liang4,Adjective,Description,Common,Bright or shining,这个房间很亮。,Zhège fángjiān hěn liàng.,This room is very bright.,2024-12-29,1,0,1,2025-01-04
D001601,亮,liàng,liang4,Verb,Action,Common,"To become light or bright, often used in the context of a light being turned on",天亮了。,Tiān liàng le.,It has become daylight.,2024-12-29,0,0,0,
D001602,遗忘,yí wàng,yi2 wang4,Verb,Emotion,Rare,To forget or to lose memory of something.,他不想遗忘过去的美好时光。,Tā bù xiǎng yíwàng guòqù de měihǎo shíguāng.,He doesn't want to forget the beautiful times of the past.,2024-12-29,0,0,0,
D001603,心慌,xīn huāng,xin1 huang1,Adjective,Emotion,Rare,"A feeling of panic or anxiety, often accompanied by a quickened heartbeat or restlessness.",面对考试，他感到有些心慌。,"Miàn duì kǎoshì, tā gǎndào yǒuxiē xīnhuāng.",He felt a bit panicked facing the exam.,2024-12-29,0,0,0,
D001604,炼成,liàn chéng,lian4 cheng2,Verb,Change,Rare,To refine or smelt into a finished product; often used in a metaphorical sense to mean transformation through effort.,他经过多年的努力，终于炼成了一位优秀的工程师。,"Tā jīngguò duōnián de nǔlì, zhōngyú liànchéngle yī wèi yōuxiù de gōngchéngshī.","After many years of hard work, he finally transformed into an excellent engineer.",2024-12-29,0,0,0,
D001605,疯狂,fēng kuáng,feng1 kuang2,Adjective,Emotion,Common,Madness; extreme or intense enthusiasm or excitement,他对音乐的疯狂让人钦佩。,Tā duì yīnyuè de fēngkuáng ràng rén qīnpèi.,His madness for music is admirable.,2024-12-29,1,0,1,2025-01-26
D001606,紧张,jǐn zhāng,jin3 zhang1,Adjective,Emotion,Common,Nervous; feeling anxious or worried about something.,面试前我感到非常紧张。,Miànshì qián wǒ gǎndào fēicháng jǐnzhāng.,I felt very nervous before the interview.,2024-12-29,1,0,1,2025-01-29
D001607,笑,xiào,xiao4,Verb,Emotion,Common,To laugh or smile,他讲了一个笑话，我们都笑了。,"Tā jiǎngle yī gè xiàohuà, wǒmen dōu xiàole.","He told a joke, and we all laughed.",2024-12-29,1,0,1,2025-01-29
D001608,哭,kū,ku1,Verb,Emotion,Common,To cry or weep,她看了感人的电影后哭了。,Tā kànle gǎnrén de diànyǐng hòu kūle.,She cried after watching the touching movie.,2024-12-29,0,0,0,
D001609,投降,tóu xiáng,tou2 xiang2,Verb,Action,Common,To surrender; to give up resistance.,面对强大的敌人，他选择了投降。,"Miànduì qiángdà de dírén, tā xuǎnzéle tóuxiáng.","Facing a powerful enemy, he chose to surrender.",2024-12-29,0,0,0,
D001610,堵车,dǔ chē,du3 che1,Verb,Commute,Common,Traffic jam; a situation where vehicles are unable to move or are moving very slowly,我今天上班路上堵车了。,Wǒ jīntiān shàngbān lùshàng dǔchē le.,I encountered a traffic jam on the way to work today.,2024-12-29,0,0,0,
D001611,记住,jì zhù,ji4 zhu4,Verb,Memory,Common,To remember or commit something to memory.,我需要记住这些单词。,Wǒ xūyào jìzhù zhèxiē dāncí.,I need to remember these words.,2024-12-29,0,0,0,
D001614,不敢,bù gǎn,bu4 gan3,Verb,Emotion,Common,To dare not; to lack the courage to do something,他不敢在众人面前演讲。,Tā bù gǎn zài zhòngrén miànqián yǎnjiǎng.,He doesn't dare to speak in front of the public.,2024-12-30,0,0,0,
D001615,当初,dāng chū,dang1 chu1,Adverb,Time,Common,At that time; referring to a past time or situation,当初我还不太了解情况。,Dāngchū wǒ hái bù tài liǎojiě qíngkuàng.,"At that time, I didn't quite understand the situation.",2024-12-30,0,0,0,
D001616,悸动,jì dòng,ji4 dong4,Noun/Verb,Emotion,Rare,A fluttering or throbbing sensation caused by excitement or nervousness,她的表白让我心里悸动不已。,Tā de biǎobái ràng wǒ xīn lǐ jìdòng bùyǐ.,Her confession made my heart flutter with excitement.,2024-12-30,0,0,0,
D001617,仲夏,zhòng xià,zhong4 xia4,Noun,Weather,Rare,"Midsummer, the middle period of summer",仲夏时节，天气炎热。,"Zhòngxià shíjié, tiānqì yánrè.","During midsummer, the weather is hot.",2024-12-30,0,0,0,
D001619,总,zǒng,zong3,Noun,Quantity,Common,Total; the entire amount or number of something.,总的来说，这次会议很成功。,"Zǒng de lái shuō, zhè cì huìyì hěn chénggōng.","Overall, this meeting was very successful.",2024-12-30,0,0,0,
D001620,总,zǒng,zong3,Adjective,General,Common,General; not specific and covering a broad area.,他总是对所有事情有自己的看法。,Tā zǒngshì duì suǒyǒu shìqíng yǒu zìjǐ de kànfǎ.,He always has his own opinions on everything.,2024-12-30,0,0,0,
D001621,踏过,tà guò,ta4 guo4,Verb,Action,Common,"To step through or over something, often implying experience or overcoming obstacles.",经过努力，我终于踏过了人生的低谷。,"Jīngguò nǔlì, wǒ zhōngyú tàguòle rénshēng de dīgǔ.","After hard work, I finally stepped over the low point in life.",2024-12-30,0,0,0,
D001622,深浅,shēn qiǎn,shen1 qian3,Noun,Description,Rare,"Depth; the degree of how deep something is, can also refer to understanding the complexity.",这幅画的深浅变化很有层次感。,Zhè fú huà de shēnqiǎn biànhuà hěn yǒu céngcì gǎn.,The depth variation in this painting has a strong sense of layering.,2024-12-30,0,0,0,
D001625,评价,píngjià,ping2jia4,Noun,Opinion,Common,"Evaluation or assessment of someone or something, often in terms of value, quality, or performance.",她对这个产品的评价很高。,Tā duì zhège chǎnpǐn de píngjià hěn gāo.,She has a high evaluation of this product.,2025-01-01,0,0,0,
D001626,评价,píngjià,ping2jia4,Verb,Opinion,Common,"To evaluate or assess someone or something, often in terms of value, quality, or performance.",老师正在评价我们的作业。,Lǎoshī zhèngzài píngjià wǒmen de zuòyè.,The teacher is evaluating our homework.,2025-01-01,0,0,0,
D001627,地铁,dìtiě,di4tie3,Noun,Commute,Common,Subway or underground railway system used for mass transportation in urban areas.,我每天坐地铁上班。,Wǒ měitiān zuò dìtiě shàngbān.,I take the subway to work every day.,2025-01-01,0,0,0,
D001628,厉害,lì hài,li4 hai5,Adjective,Degree,Common,"Intense or severe, often used to describe something impressive or formidable. Can be either positive or negative.",他对数学特别厉害。,Tā duì shùxué tèbié lìhài.,He is particularly good at math.,2025-01-04,0,0,0,
D001629,厉害,lì hài,li4 hai5,Adjective,Health,Common,"Severe, referring to the seriousness of an illness or symptom.",他的咳嗽很厉害，需要看医生。,"Tā de késou hěn lìhài, xūyào kàn yīshēng.",His cough is severe and he needs to see a doctor.,2025-01-04,0,0,0,
D001630,严重,yán zhòng,yan2 zhong4,Adjective,Impact,Common,"Serious or grave, often used to describe the severity of a problem or situation.",交通事故非常严重，需要立即处理。,"Jiāotōng shìgù fēicháng yánzhòng, xūyào lìjí chǔlǐ.",The traffic accident is very serious and needs to be dealt with immediately.,2025-01-04,1,0,1,2025-08-03
D001631,路况,lù kuàng,lu4 kuang4,Noun,Commute,Common,"Road conditions, typically used to describe the state or situation of traffic on roads.",今天的路况很糟糕，开车要小心。,"Jīntiān de lùkuàng hěn zāogāo, kāichē yào xiǎoxīn.","Today's road conditions are terrible, so be careful driving.",2025-01-04,0,0,0,
D001632,待,dài,dai4,Verb,Action,Common,To wait or to stay,我们在这里待一会儿吧。,Wǒmen zài zhèlǐ dài yīhuǐr ba.,Let's wait here for a while.,2025-01-04,0,0,0,
D001633,待,dài,dai4,Verb,Relationship,Common,To treat someone in a certain way,他总是友好地待人。,Tā zǒngshì yǒuhǎo de dàirén.,He always treats people friendly.,2025-01-04,1,0,1,2025-01-29
D001634,可行,kě xíng,ke3 xing2,Adjective,Work,Common,Feasible; capable of being done,这个计划看起来很可行。,Zhège jìhuà kàn qǐlái hěn kěxíng.,This plan seems feasible.,2025-01-04,0,0,0,
D001635,上映,shàng yìng,shang4 ying4,Verb,Entertainment,Common,To release a film or show in theaters or on screens.,这部电影下周将在全国范围内上映。,Zhè bù diànyǐng xià zhōu jiāng zài quánguó fànwéi nèi shàngyìng.,The movie will be released nationwide next week.,2025-01-04,0,0,0,
D001636,整天,zhěng tiān,zheng3 tian1,Noun,Time,Common,The whole day; all day long,他整天都在看电视。,Tā zhěng tiān dōu zài kàn diànshì.,He watches TV all day long.,2025-01-04,0,0,0,
D001637,指示,zhǐ shì,zhi3 shi4,Verb/Noun,Communication,Common,To instruct or an instruction; often used to refer to formal directives from someone in authority.,老师给我们指示，要求在周五前完成作业。,"Lǎoshī gěi wǒmen zhǐshì, yāoqiú zài zhōuwǔ qián wánchéng zuòyè.","The teacher gave us instructions, asking us to complete the assignment by Friday.",2025-01-04,0,0,0,
D001638,储蓄,chǔxù,chu3xu4,Noun/Verb,Economics,Common,Savings; the act of saving money for future use.,我每月都把工资的一部分用于储蓄。,Wǒ měi yuè dōu bǎ gōngzī de yībùfèn yòng yú chǔxù.,I save a portion of my salary every month.,2025-01-04,0,0,0,
D001640,斗胆,dǒudǎn,dou3dan3,Verb,Emotion,Rare,"To dare; to take the bold step of doing something, often with hesitation.",他斗胆向老板提建议。,Tā dǒudǎn xiàng lǎobǎn tí jiànyì.,He dared to offer suggestions to his boss.,2025-01-04,0,0,0,
D001641,搭配,dā pèi,da1 pei4,Noun,Grammar,Common,"A combination or matching of items, often referring to fashion or design.",这种服装的搭配很有特色。,Zhè zhǒng fúzhuāng de dāpèi hěn yǒu tèsè.,This outfit's combination is very unique.,2025-01-04,1,0,1,2025-01-12
D001642,路过,lù guò,lu4 guo4,Verb,Travel,Common,To pass by or through a place without stopping for long.,我每天上班都会路过那家咖啡店。,Wǒ měitiān shàngbān dūhuì lùguò nà jiā kāfēidiàn.,I pass by that coffee shop every day on my way to work.,2025-01-05,1,1,0,2025-01-13
D001644,事业,shì yè,shi4 ye4,Noun,Work,Common,"Career; an undertaking or enterprise, especially one of public importance",他为了自己的事业而努力奋斗。,Tā wèile zìjǐ de shìyè ér nǔlì fèndòu.,He works hard for his career.,2025-01-05,0,0,0,
D001645,取得,qǔ dé,qu3 de2,Verb,Action,Common,To obtain; to acquire,他终于取得了成功。,Tā zhōngyú qǔdéle chénggōng.,He finally achieved success.,2025-01-05,1,1,0,2025-01-29
D001646,镜子,jìng zi,jing4 zi,Noun,Object,Common,Mirror,她对着镜子整理头发。,Tā duìzhe jìngzi zhěnglǐ tóufa.,She tidies her hair in front of the mirror.,2025-01-05,0,0,0,
D001647,领带,lǐng dài,ling3 dai4,Noun,Clothing,Common,Necktie,他今天系了一条红色的领带。,Tā jīntiān jìle yì tiáo hóngsè de lǐngdài.,He wore a red tie today.,2025-01-05,0,0,0,
D001648,整理,zhěng lǐ,zheng3 li3,Verb,Action,Common,To organize or arrange; to put things in order,她正在整理房间。,Tā zhèngzài zhěnglǐ fángjiān.,She is tidying up the room.,2025-01-05,0,0,0,
D001649,整理,zhěng lǐ,zheng3 li3,Verb,Work,Common,"To compile or edit, especially documents or data",他正在整理资料。,Tā zhèngzài zhěnglǐ zīliào.,He is compiling the data.,2025-01-05,0,0,0,
D001650,系,xì,xi4,Noun,General,Common,"System or department in an organization, such as a university department.",他在大学的计算机系工作。,Tā zài dàxué de jìsuànjī xì gōngzuò.,He works in the computer department at the university.,2025-01-05,0,0,0,
D001651,系,xì,xi4,Verb,Action,Common,"To connect or tie, such as fastening a seatbelt or tying a knot.",请系好安全带。,Qǐng xì hǎo ānquándài.,Please fasten your seatbelt.,2025-01-05,0,0,0,
D001652,至少,zhì shǎo,zhi4 shao3,Adverb,Degree,Common,"At least, indicating the minimum amount or level required.",他至少每天跑步三十分钟。,Tā zhìshǎo měitiān pǎobù sānshí fēnzhōng.,He runs for at least thirty minutes every day.,2025-01-05,0,0,0,
D001653,又要,yòu yào,you4 yao4,Conjunction,Grammar,Common,"Both...and..., indicating simultaneous or additional actions or qualities.",她又要工作又要照顾孩子。,Tā yòu yào gōngzuò yòu yào zhàogù háizi.,She has to both work and take care of the children.,2025-01-05,0,0,0,
D001654,指,zhǐ,zhi3,Noun,Body,Common,Finger,他的指很长。,Tā de zhǐ hěn cháng.,His fingers are long.,2025-01-05,0,0,0,
D001655,指,zhǐ,zhi3,Verb,Action,Common,To point at or to indicate,请指一下地图上的位置。,Qǐng zhǐ yīxià dìtú shàng de wèizhì.,Please point to the location on the map.,2025-01-05,0,0,0,
D001656,示,shì,shi4,Verb,Communication,Common,To show or demonstrate,他示范了如何使用这个工具。,Tā shìfànle rúhé shǐyòng zhège gōngjù.,He demonstrated how to use this tool.,2025-01-05,0,0,0,
D001657,情况,qíngkuàng,qing2kuang4,Noun,General,Common,Situation; the set of circumstances or facts that affect a particular event or situation,目前的情况很复杂。,Mùqián de qíngkuàng hěn fùzá.,The current situation is very complex.,2025-01-05,0,0,0,
D001658,要是,yào shì,yao4 shi4,Grammar,Necessity,Common,If; a conjunction used to introduce a condition,要是明天下雨，我们就不去公园了。,"Yào shì míngtiān xiàyǔ, wǒmen jiù bù qù gōngyuán le.","If it rains tomorrow, we will not go to the park.",2025-01-11,0,0,0,
D001659,改变,gǎi biàn,gai3 bian4,Verb,Change,Common,To change or alter something.,我决定改变我的生活方式。,Wǒ juédìng gǎibiàn wǒ de shēnghuó fāngshì.,I decided to change my lifestyle.,2025-01-11,0,0,0,
D001660,变化,biàn huà,bian4 hua4,Noun,Change,Common,"Change or transformation in form, nature, or appearance.",城市的变化令人惊讶。,Chéngshì de biànhuà lìngrén jīngyà.,The city's changes are surprising.,2025-01-11,0,0,0,
D001661,变成,biàn chéng,bian4 cheng2,Verb,Change,Common,To become or turn into something different.,毛毛虫变成了一只美丽的蝴蝶。,Máomaochóng biànchéng le yì zhī měilì de húdié.,The caterpillar became a beautiful butterfly.,2025-01-11,0,0,0,
D001663,着急,zhāo jí,zhao1 ji2,Adjective,Emotion,Common,To feel anxious or worried about something.,她因为找不到钥匙而着急。,Tā yīn wéi zhǎo bú dào yàoshi ér zhāojí.,She was anxious because she couldn't find her keys.,2025-01-11,0,0,0,
D001664,总共,zǒng gòng,zong3 gong4,Adverb,Quantity,Common,"In total, the sum of everything combined.",这个项目总共花了三个月完成。,Zhège xiàngmù zǒnggòng huāle sān gè yuè wánchéng.,This project took a total of three months to complete.,2025-01-12,1,1,0,2025-01-12
D001665,单词,dān cí,dan1 ci2,Noun,Language,Common,Word,这个单词在英语中很常见。,Zhège dāncí zài yīngyǔ zhōng hěn chángjiàn.,This word is very common in English.,2025-01-12,1,1,0,2025-01-12
D001667,气象局,qì xiàng jú,qi4 xiang4 ju2,Noun,Organization,Common,Meteorological bureau or weather bureau,气象局发布了台风警报。,Qìxiàngjú fābùle táifēng jǐngbào.,The meteorological bureau issued a typhoon warning.,2025-01-12,2,0,2,2025-06-21
D001668,发布,fā bù,fa1 bu4,Verb,Communication,Common,To release or issue,政府发布了新的政策。,Zhèngfǔ fābùle xīn de zhèngcè.,The government released a new policy.,2025-01-12,1,1,0,2025-01-12
D001669,尝尝,cháng cháng,chang2 chang2,Verb,Activity,Common,To taste or try (usually food),你应该尝尝这个蛋糕，味道很不错。,"Nǐ yīnggāi chángcháng zhège dàngāo, wèidào hěn bùcuò.","You should taste this cake, it tastes really good.",2025-01-12,1,1,0,2025-01-12
D001670,回复,huífù,hui2fu4,Verb,Communication,Common,"To reply or respond, often used in the context of messages or correspondence.",他很快就回复了我的邮件。,Tā hěn kuài jiù huífùle wǒ de yóujiàn.,He replied to my email very quickly.,2025-01-12,1,1,0,2025-01-12
D001671,回复,huífù,hui2fu4,Noun,Communication,Common,"A reply or response, typically in the form of a message or communication.",我在等他的回复。,Wǒ zài děng tā de huífù.,I am waiting for his reply.,2025-01-12,1,1,0,2025-01-12
D001672,假期,jiàqī,jia4qi1,Noun,Time,Common,Vacation,我们计划在假期去海边度假。,Wǒmen jìhuà zài jiàqī qù hǎibiān dùjià.,We plan to go to the beach for vacation.,2025-01-12,1,1,0,2025-01-12
D001674,圣诞节,shèngdànjié,sheng4dan4jie2,Noun,Holidays,Common,Christmas,每年圣诞节，我们都会装饰圣诞树。,"Měinián shèngdànjié, wǒmen dōu huì zhuāngshì shèngdànshù.","Every Christmas, we decorate the Christmas tree.",2025-01-12,1,1,0,2025-01-12
D001675,面试,miàn shì,mian4 shi4,Noun,Work,Common,Interview,我昨天参加了一个重要的面试。,Wǒ zuótiān cānjiāle yīgè zhòngyào de miànshì.,I attended an important interview yesterday.,2025-01-12,0,0,0,
D001676,面试,miàn shì,mian4 shi4,Verb,Work,Common,To interview,明天我会面试几个新候选人。,Míngtiān wǒ huì miànshì jǐ gè xīn hòuxuǎnrén.,Tomorrow I will interview several new candidates.,2025-01-12,0,0,0,
D001677,烤箱,kǎo xiāng,kao3 xiang1,Noun,Daily Life,Common,Oven,我用烤箱烤了一个蛋糕。,Wǒ yòng kǎoxiāng kǎo le yī gè dàngāo.,I baked a cake using the oven.,2025-01-12,0,0,0,
D001678,起点,qǐ diǎn,qi3 dian3,Noun,General,Common,Starting point,这座城市是他旅行的起点。,Zhè zuò chéngshì shì tā lǚxíng de qǐdiǎn.,This city is the starting point of his journey.,2025-01-12,0,0,0,
D001679,形状,xíng zhuàng,xing2 zhuang4,Noun,Description,Common,Shape,这片云的形状很像一只兔子。,Zhè piàn yún de xíngzhuàng hěn xiàng yī zhī tùzi.,The shape of this cloud looks like a rabbit.,2025-01-12,0,0,0,
D001680,流浪,liú làng,liu2 lang4,Verb,Activity,Common,"To wander without a fixed destination, often due to being homeless.",他在城市里流浪了好几年。,Tā zài chéngshì lǐ liúlàng le hǎo jǐ nián.,He wandered around the city for several years.,2025-01-12,0,0,0,
D001681,背起,bēi qǐ,bei1 qi3,Verb,Action,Common,To carry something on the back,他背起了沉重的行囊，准备出发。,"Tā bēi qǐ le chénzhòng de xíngnáng, zhǔnbèi chūfā.","He carried the heavy backpack on his back, ready to set off.",2025-01-12,0,0,0,
D001682,行囊,xíngnáng,xing2 nang2,Noun,Travel,Rare,Travel bag or backpack,他背起了沉重的行囊，准备出发。,"Tā bēi qǐ le chénzhòng de xíngnáng, zhǔnbèi chūfā.","He carried the heavy backpack on his back, ready to set off.",2025-01-12,0,0,0,
D001683,装,zhuāng,zhuang1,Verb,Action,Common,To pack or install,她正在装行李，为明天的旅行做准备。,"Tā zhèngzài zhuāng xíngli, wèi míngtiān de lǚxíng zuò zhǔnbèi.",She is packing her luggage for tomorrow's trip.,2025-01-12,0,0,0,
D001684,天真,tiānzhēn,tian1 zhen1,Adjective,Character,Rare,Innocent or naive,他依然保持着孩子般的天真。,Tā yīrán bǎochízhe háizi bān de tiānzhēn.,He still maintains a child-like innocence.,2025-01-12,0,0,0,
D001685,理想,lǐxiǎng,li3 xiang3,Noun,Thought,Common,Ideal or aspiration,她的理想是成为一名医生。,Tā de lǐxiǎng shì chéngwéi yī míng yīshēng.,Her ideal is to become a doctor.,2025-01-12,2,2,0,2025-01-29
D001686,标示,biāo shì,biao1 shi4,Noun,Object,Common,Mark or symbol used for identification or direction,路上的标示帮助我们找到正确的方向。,Lùshàng de biāoshì bāngzhù wǒmen zhǎodào zhèngquè de fāngxiàng.,The road signs help us find the right direction.,2025-01-12,0,0,0,
D001687,方向,fāng xiàng,fang1 xiang4,Noun,Direction,Common,"Direction or orientation, indicating the path one should follow",我们需要确定旅行的方向。,Wǒmen xūyào quèdìng lǚxíng de fāngxiàng.,We need to determine the direction of our travel.,2025-01-12,0,0,0,
D001688,与生俱来,yǔ shēng jù lái,yu3 sheng1 ju4 lai2,Adjective,Idiom,Rare,"Innate; something that is naturally present from birth, often used to describe inherent qualities or characteristics.",他的音乐天赋是与生俱来的。,Tā de yīnyuè tiānfù shì yǔshēngjùlái de.,His musical talent is innate.,2025-01-12,0,0,0,
D001689,混蛋,húndàn,hun2 dan4,Noun,Emotion,Common,"Bastard; a derogatory term used to insult someone, often implying bad behavior or character.",他真是个混蛋，老是惹麻烦。,"Tā zhēn shì gè húndàn, lǎo shì rě máfán.","He is really a bastard, always causing trouble.",2025-01-12,0,0,0,
D001690,闯,chuǎng,chuang3,Verb,Action,Common,To break through or charge; often used to describe moving boldly or without fear into a new situation or place.,他决定独自去闯世界。,Tā juédìng dúzì qù chuǎng shìjiè.,He decided to venture out into the world alone.,2025-01-12,0,0,0,
D001691,愚者,yú zhě,yu2 zhe3,Noun,Character,Rare,Fool; someone who lacks good judgment or sense.,他总是被别人看作愚者。,Tā zǒng shì bèi biérén kàn zuò yúzhě.,He is always seen as a fool by others.,2025-01-12,0,0,0,
D001693,在乎,zài hū,zai4 hu1,Verb,Emotion,Common,To care about or be concerned with something or someone.,他很在乎朋友的看法。,Tā hěn zàihu péngyǒu de kànfǎ.,He cares a lot about his friends' opinions.,2025-01-12,0,0,0,
D001694,终点,zhōngdiǎn,zhong1 dian3,Noun,Travel,Common,Endpoint or destination; the final stop or conclusion of a journey.,我们终于到达了旅行的终点。,Wǒmen zhōngyú dàodále lǚxíng de zhōngdiǎn.,We finally reached the end point of our journey.,2025-01-12,0,0,0,
D001695,模样,mú yàng,mu2 yang4,Noun,Description,Common,Appearance or look; often used to describe someone's or something's general appearance or demeanor.,他以一个老人的模样出现在舞台上。,Tā yǐ yī gè lǎorén de múyàng chūxiàn zài wǔtái shàng.,He appeared on stage looking like an old man.,2025-01-12,0,0,0,
D001696,跨过,kuà guò,kua4 guo4,Verb,Action,Common,"To cross over or step across something, often used metaphorically to indicate overcoming",这个桥让我可以跨过河流。,Zhège qiáo ràng wǒ kěyǐ kuàguò héliú.,This bridge allows me to cross over the river.,2025-01-12,0,0,0,
D001697,汇集,huì jí,hui4 ji2,Verb,Action,Common,To gather or collect things or people from different places into one place,人们从四面八方汇集到广场。,Rénmen cóng sìmiàn bāfāng huìjí dào guǎngchǎng.,People gathered from all directions to the square.,2025-01-12,1,0,1,2025-01-29
D001698,港湾,gǎng wān,gang3 wan1,Noun,Geography,Common,"A harbor or bay providing shelter for ships, often used to describe a safe haven",这个港湾是船只避风的好地方。,Zhège gǎngwān shì chuánzhī bìfēng de hǎo dìfāng.,This harbor is a good place for ships to shelter from the wind.,2025-01-12,0,0,0,
D001699,过去,guò qù,guo4 qu4,Noun,Time,Common,The past; a time period that has already occurred.,他经常怀念过去的时光。,Tā jīngcháng huáiniàn guòqù de shíguāng.,He often reminisces about the past times.,2025-01-12,0,0,0,
D001700,此刻,cǐ kè,ci3 ke4,Noun,Time,Common,This moment; the present time.,我此刻非常开心。,Wǒ cǐkè fēicháng kāixīn.,I am very happy at this moment.,2025-01-12,0,0,0,
D001701,令人,lìng rén,ling4 ren2,Verb,Emotion,Common,To cause a feeling or reaction in someone.,这部电影令人感动。,Zhè bù diànyǐng lìngrén gǎndòng.,This movie is touching.,2025-01-13,1,0,1,2025-01-29
D001702,令,lìng,ling4,Verb,Action,Common,To command or order someone to do something.,他令我去完成这个任务。,Tā lìng wǒ qù wánchéng zhège rènwù.,He ordered me to complete this task.,2025-01-13,1,0,1,2025-01-29
D001703,令,lìng,ling4,Noun,Grammar,Common,A formal order or command issued by an authority.,政府发布了一项新令。,Zhèngfǔ fābùle yī xiàng xīn lìng.,The government issued a new decree.,2025-01-13,0,0,0,
D001704,令,lìng,ling4,Verb,Emotion,Common,To cause someone to feel a certain way.,这部电影令我感动。,Zhè bù diànyǐng lìng wǒ gǎndòng.,This movie moved me.,2025-01-13,0,0,0,
D001705,毛毛虫,máo máo chóng,mao2 mao2 chong2,Noun,Animal,Common,Caterpillar,毛毛虫变成了美丽的蝴蝶。,Máomáochóng biànchéng le měilì de húdié.,The caterpillar turned into a beautiful butterfly.,2025-01-13,0,0,0,
D001706,蝴蝶,hú dié,hu2 die2,Noun,Animal,Common,Butterfly,蝴蝶在花丛中翩翩起舞。,Húdié zài huācóng zhōng piānpiān qǐwǔ.,The butterfly is dancing gracefully among the flowers.,2025-01-13,1,1,0,2025-01-29
D001707,申请,shēnqǐng,shen1qing3,Verb,Work,Common,"To apply for something, such as a job, admission, or permission.",我打算申请那所大学。,Wǒ dǎsuàn shēnqǐng nà suǒ dàxué.,I plan to apply to that university.,2025-01-13,2,0,2,2025-01-26
D001708,演讲,yǎnjiǎng,yan3jiang3,Noun,Communication,Common,"A speech or lecture given to an audience, often to inform, persuade, or entertain.",她在会议上做了一个精彩的演讲。,Tā zài huìyì shàng zuòle yī gè jīngcǎi de yǎnjiǎng.,She gave an excellent speech at the conference.,2025-01-13,0,0,0,
D001709,尽,jǐn,jin3,Verb,Degree,Common,To the utmost or to use up,我们会尽力去完成任务。,Wǒmen huì jìnlì qù wánchéng rènwù.,We will do our utmost to complete the task.,2025-01-13,0,0,0,
